GEOID,pct_poverty
17031230200,0.06872157655381506
17031320400,0.08466051969823973
17031310400,0.10990840965861781
17031060800,0.07668652700365174
17031301802,0.1697363669194655
17031730100,0.16229985443959244
17031360200,0.43973214285714285
17031836100,0.4775
17031570200,0.0959929546455306
17031280900,0.30883720930232555
17031292400,0.2154255319148936
17031081402,0.1199002316052022
17031010503,0.5527039413382218
17031071000,0.09196261682242991
17031252101,0.3570336391437309
17031221200,0.12231620039037085
17031611800,0.14829659318637275
17031161300,0.15869505114735968
17031835600,0.39856801909307876
17031611900,0.25639152666179693
17031490200,0.12023735165521549
17031351000,0.20703008638665474
17031400300,0.19322873658133774
17031691000,0.20511583011583012
17031061901,0.18100358422939067
17031711500,0.1430167597765363
17031700200,0.15291923683833022
17031740300,0.003787123779150887
17031381500,0.4722222222222222
17031242200,0.0473313192346425
17031240300,0.05641421947449768
17031381400,0.22727272727272727
17031832100,0.15739179314221471
17031671600,0.45200698080279234
17031080201,0.022194435761175368
17031190900,0.12506059137178865
17031650302,0.1273525721455458
17031841300,0.1701685522973909
17031660900,0.22436528242471954
17031680600,0.34909456740442657
17031020801,0.12564315352697095
17031150300,0.044079750440797504
17031240800,0.08626887131560029
17031460301,0.3360932229377492
17031260700,0.39637952559300876
17031291600,0.0899854862119013
17031839100,0.10247503256621798
17031191301,0.08603145235892692
17031700301,0.107421875
17031690900,0.3064005840837187
17031110100,0.10541803704344815
17031843000,0.44161020326823436
17031062400,0.06720098643649815
17031660301,0.393765903307888
17031150402,0.08010540184453228
17031480300,0.15658362989323843
17031061800,0.13338997451146983
17031640100,0.02223869532987398
17031071400,0.15399041466972285
17031340600,0.6171945701357466
17031440102,0.2964669738863287
17031120300,0.03049625727751594
17031150502,0.05921364282330649
17031812500,0.1068161699616406
17031411100,0.11678832116788321
17031390600,0.19988276670574442
17031160300,0.10228283427216128
17031480100,0.17402945113788487
17031720700,0.043434680922151685
17031020602,0.07452667814113598
17031310700,0.211978465679677
17031060400,0.04216706698692287
17031480500,0.19927927927927927
17031813100,0.03263308178666123
17031241100,0.15763680914783557
17031660500,0.173006416131989
17031251000,0.3833634719710669
17031431301,0.22906127037661608
17031630300,0.07067205854034277
17031050700,0.09860093271152565
17031340500,0.3965317919075145
17031730300,0.11275964391691394
17031491400,0.2775537634408602
17031191100,0.21921475312314098
17031231100,0.26145755071374904
17031100300,0.08133659331703341
17031420800,0.22505891594658287
17031271200,0.3897116134060795
17031170100,0.20348258706467662
17031844600,0.1482444733420026
17031010202,0.18201208674013508
17031280400,0.28013698630136985
17031831300,0.33425925925925926
17031710600,0.18074233458848843
17031612100,0.29980276134122286
17031063303,0.07711864406779662
17031580800,0.11184834123222749
17031081000,0.2185590450476055
17031710400,0.35209260908281387
17031200401,0.16579993881921076
17031839000,0.13439248601119105
17031835200,0.07185906351414001
17031711200,0.09101917255297678
17031835100,0.1838265099310904
17031070500,0.030433344359907376
17031062800,0.04126010593810984
17031120200,0.04339777869189634
17031230900,0.21647011792924245
17031670500,0.2764423076923077
17031283200,0.21208729714605484
17031310900,0.2059732234809475
17031030103,0.1327319587628866
17031140601,0.13793103448275862
17031010502,0.2337709700948213
17031810701,0.10350994858037112
17031060200,0.09323583180987204
17031020702,0.13210662892191555
17031610400,0.20399579390115669
17031071800,0.04590163934426229
17031670600,0.3828623518687329
17031230400,0.19377466023673828
17031837100,0.31499395405078595
17031813302,0.18439024390243902
17031690500,0.3374164810690423
17031190401,0.1365034303288384
17031841500,0.3760532150776053
17031243100,0.03415730337078652
17031190402,0.12928759894459102
17031808001,0.05772669220945083
17031813000,0.038162372386971316
17031070101,0.12432165762210162
17031670800,0.2781954887218045
17031380100,0.3316532258064516
17031020302,0.07003421211511371
17031670900,0.3439878234398782
17031831900,0.09871244635193133
17031410700,0.3482839313572543
17031170400,0.08883248730964467
17031271500,0.2465277777777778
17031822802,0.03280874899973326
17031838600,0.5003317850033179
17031640800,0.1245136186770428
17031060300,0.03445899379738112
17031030701,0.2764405543398979
17031838700,0.4521197007481297
17031835500,0.5425454545454546
17031140702,0.1677330105481584
17031260600,0.3731211317418214
17031681200,0.48438978240302744
17031710300,0.11411609498680739
17031840400,0.13656259118762767
17031710100,0.5718181818181818
17031520300,0.16760539341184502
17031560800,0.03563768355056921
17031490600,0.1349206349206349
17031580200,0.16270453843778945
17031560700,0.13036393264530147
17031834000,0.20883661792752703
17031670400,0.2995079950799508
17031691300,0.20204498977505111
17031810501,0.03636002384263858
