PROPERTY.GROUP,LATITUDE,LONGITUDE
19669,41.77864186,-87.5922442
19675,41.7751479,-87.63315961
19676,41.77497888,-87.63315518
19682,41.77806052,-87.63164179
19683,41.77668823,-87.6311522
19687,41.77489273,-87.63153718
19692,41.7772212,-87.64065355
19693,41.77607394,-87.64062455
19694,41.77265417,-87.64031944
19708,41.77395758,-87.64478264
19726,41.77267659,-87.66023782
19727,41.7779005,-87.65451697
19744,41.77862274,-87.69323182
19745,41.77844887,-87.6932273
19748,41.77891981,-87.69231718
19749,41.77768877,-87.69228224
19750,41.77713168,-87.69227741
19756,41.77390113,-87.68392308
19766,41.77726008,-87.70286758
19767,41.77704315,-87.70269168
19774,41.7718537,-87.69815789
19775,41.77184273,-87.69872192
19776,41.77181541,-87.70093735
19777,41.7718008,-87.70178584
19781,41.77889657,-87.70206217
19785,41.77361804,-87.70252498
19806,41.76973515,-87.62007769
19807,41.76824358,-87.6198559
19808,41.76661042,-87.61999396
19810,41.77275864,-87.62096472
19812,41.77274121,-87.62186879
19815,41.76909157,-87.6225086
19818,41.76917933,-87.61810631
19821,41.77018071,-87.62327579
19822,41.76748496,-87.62286922
19824,41.76846748,-87.6196169
19828,41.76579541,-87.61648717
19842,41.76924638,-87.61445232
19844,41.7693484,-87.60831591
19856,41.77136369,-87.59031369
19858,41.77138033,-87.59127354
19874,41.77161087,-87.58780154
19879,41.76775293,-87.58785756
19886,41.77140784,-87.58458261
19887,41.76982166,-87.5848624
19889,41.77279694,-87.58521155
19891,41.7698162,-87.58539669
19892,41.76959861,-87.58523169
19893,41.76963559,-87.5819349
19894,41.76858385,-87.58143676
19896,41.76717653,-87.58140089
19897,41.76707376,-87.58139863
19899,41.77255155,-87.58369483
19901,41.76983427,-87.58372913
19903,41.76689907,-87.58265943
19905,41.77206492,-87.58397726
19906,41.77172019,-87.58396684
19910,41.77279729,-87.57662433
19913,41.77068432,-87.57656953
19914,41.7704573,-87.57656333
19917,41.76808531,-87.57684235
19918,41.76735296,-87.57647796
19919,41.77326732,-87.58258555
19923,41.77141397,-87.5821519
19926,41.76985157,-87.58223866
19931,41.77089643,-87.58272615
19933,41.77323379,-87.58521328
19934,41.77327409,-87.58198674
19940,41.76633652,-87.57817739
19950,41.77297795,-87.57511236
19951,41.77175825,-87.57482717
19955,41.77291718,-87.57540407
19957,41.76790658,-87.57526933
19959,41.76687873,-87.57524443
19961,41.77177329,-87.57360627
19965,41.77020629,-87.57381571
19966,41.76789794,-87.57358762
19967,41.76678523,-87.57372468
19971,41.77242464,-87.57416688
19977,41.76942722,-87.57408918
19978,41.76911962,-87.57408068
19979,41.7681141,-87.5740515
19990,41.76816171,-87.56943668
19991,41.76794068,-87.56958722
19992,41.76723991,-87.56972079
19998,41.77179643,-87.57078468
20001,41.76977855,-87.5700153
20002,41.76921319,-87.56999983
20006,41.76701381,-87.57034288
20008,41.77228923,-87.57631587
20009,41.77200571,-87.5763087
20010,41.76635651,-87.57599
20011,41.77337987,-87.57251269
20012,41.77178425,-87.57255374
20018,41.76975324,-87.57258259
20019,41.76839372,-87.57254338
20020,41.76791062,-87.57227866
20021,41.76712038,-87.57251492
20022,41.77337698,-87.57297175
20023,41.77177765,-87.57326839
20024,41.77155815,-87.57326332
20025,41.76994489,-87.5733023
20026,41.76790167,-87.57324801
20027,41.76662992,-87.57279722
20028,41.76637913,-87.57320428
20035,41.76817738,-87.56742761
20040,41.77122532,-87.56842783
20042,41.76922674,-87.56837193
20044,41.76724667,-87.56871747
20046,41.77301788,-87.5714508
20048,41.7717904,-87.57140272
20049,41.77130714,-87.57140301
20052,41.76974816,-87.57103707
20053,41.7684057,-87.57132014
20054,41.76791992,-87.57137277
20055,41.76722142,-87.57135072
20057,41.77158574,-87.57170412
20059,41.76995971,-87.57199578
20060,41.76828773,-87.57161008
20064,41.77343857,-87.56689931
20070,41.76896052,-87.56667054
20071,41.76796262,-87.56689136
20072,41.77339285,-87.57153279
20074,41.76700191,-87.57134607
20078,41.76792585,-87.57075442
20080,41.76814234,-87.57106737
20086,41.77335145,-87.5758377
20087,41.77343579,-87.56778382
20091,41.76788451,-87.57489776
20092,41.76789088,-87.57438544
20094,41.76795312,-87.56795688
20097,41.77019519,-87.62814467
20099,41.77069145,-87.62845242
20105,41.76609247,-87.62964152
20109,41.76920681,-87.62842297
20111,41.76548056,-87.6360856
20123,41.77071057,-87.63743453
20124,41.77049125,-87.63742878
20126,41.77247896,-87.63757646
20128,41.76701661,-87.63854661
20137,41.76737635,-87.64554634
20141,41.76690778,-87.64582642
20153,41.77197525,-87.65323327
20156,41.7674155,-87.64675574
20160,41.76687451,-87.64824546
20161,41.76647917,-87.64823628
20165,41.7668104,-87.6512538
20168,41.76910056,-87.65771739
20174,41.76908545,-87.65679687
20180,41.77189731,-87.68226056
20198,41.76214638,-87.61639538
20202,41.76363787,-87.62221162
20210,41.7648866,-87.62343236
20214,41.76570395,-87.60919182
20220,41.75855474,-87.61307246
20221,41.76041568,-87.61119964
20228,41.75854204,-87.61382442
20253,41.76404486,-87.59636883
20258,41.76065989,-87.59045182
20262,41.76004291,-87.59311535
20267,41.76498218,-87.59327083
20274,41.76514887,-87.57920259
20276,41.76319596,-87.57915581
20277,41.76296991,-87.57915092
20278,41.76237223,-87.57922267
20279,41.75895274,-87.57917173
20281,41.76440599,-87.57987074
20284,41.76439939,-87.58049537
20285,41.76418243,-87.58025682
20294,41.76478145,-87.57641754
20295,41.76523726,-87.57709719
20296,41.76455795,-87.57708452
20297,41.7655387,-87.58351568
20300,41.76189566,-87.58341497
20301,41.76564231,-87.58381192
20304,41.76436548,-87.58386288
20305,41.76553706,-87.57798369
20311,41.76538361,-87.57643141
20313,41.76332209,-87.57638576
20314,41.76261665,-87.57684166
20317,41.75947404,-87.57630133
20318,41.76590951,-87.58206932
20320,41.76143186,-87.58217913
20321,41.76590323,-87.58276013
20322,41.76437445,-87.582973
20325,41.76187617,-87.58247059
20328,41.76023373,-87.58562333
20329,41.76529976,-87.58175729
20337,41.76143881,-87.58159942
20338,41.76148127,-87.577356
20340,41.76170804,-87.57681308
20350,41.76539624,-87.57697934
20351,41.76421668,-87.57689935
20353,41.76202576,-87.57484762
20354,41.76061945,-87.57508456
20358,41.76472706,-87.57612319
20359,41.7633257,-87.57609258
20360,41.76032501,-87.57602674
20372,41.76602777,-87.57005362
20375,41.7590091,-87.57425122
20382,41.76268296,-87.56110006
20386,41.76505513,-87.56369842
20388,41.7645345,-87.56320499
20393,41.7645056,-87.56463525
20395,41.76085838,-87.56307321
20397,41.75977334,-87.56330401
20398,41.76357495,-87.5652077
20401,41.76199068,-87.56496589
20402,41.76113981,-87.56495112
20406,41.7661952,-87.56290818
20411,41.76461471,-87.56097532
20417,41.76265654,-87.55904035
20420,41.76518331,-87.56190734
20422,41.7644837,-87.56121062
20426,41.76178357,-87.55854129
20428,41.76095779,-87.55772725
20438,41.76019949,-87.56231671
20442,41.76432549,-87.56645002
20446,41.76117674,-87.5562785
20447,41.76472072,-87.63327883
20448,41.761963,-87.63198475
20451,41.76162802,-87.63442625
20452,41.76349946,-87.62869204
20457,41.7634905,-87.63038397
20460,41.76001723,-87.63405323
20461,41.75950826,-87.63559021
20468,41.76387946,-87.64020061
20475,41.76513564,-87.641745
20477,41.75894271,-87.63557638
20486,41.76277732,-87.68275712
20504,41.75664437,-87.60557508
20509,41.75137404,-87.60630193
20510,41.75136411,-87.60701337
20519,41.75132361,-87.60927079
20520,41.75138584,-87.60570901
20525,41.75483011,-87.60488898
20528,41.7559574,-87.60301712
20531,41.75210687,-87.60050346
20535,41.75143681,-87.60148817
20539,41.75150385,-87.60411973
20544,41.75724075,-87.58847579
20546,41.75700363,-87.5918235
20556,41.7516864,-87.57836711
20560,41.75167084,-87.57959036
20569,41.75277391,-87.58458314
20571,41.75620641,-87.58327817
20572,41.75592423,-87.58327091
20573,41.75564168,-87.58326354
20581,41.75514916,-87.57621047
20582,41.75452859,-87.57619713
20589,41.75869777,-87.58219869
20590,41.75324249,-87.58181456
20591,41.75163993,-87.58206946
20598,41.75168964,-87.57811365
20602,41.75225564,-87.56760327
20608,41.75613239,-87.56131983
20609,41.75267543,-87.56125572
20610,41.75190545,-87.56132802
20617,41.75351692,-87.56156527
20620,41.75819727,-87.56378456
20621,41.75731962,-87.56343432
20622,41.75709913,-87.56351362
20624,41.75530217,-87.56372833
20626,41.75347418,-87.56335979
20631,41.75751882,-87.56406552
20632,41.75711244,-87.5640568
20636,41.75394818,-87.56399587
20642,41.75798708,-87.56256881
20643,41.75733013,-87.56255832
20644,41.75711447,-87.56221903
20651,41.75349167,-87.56206542
20656,41.75678893,-87.56283818
20660,41.75369581,-87.56319727
20664,41.75480361,-87.55865134
20668,41.75549096,-87.56461191
20670,41.75345362,-87.56490787
20674,41.75574538,-87.56524376
20675,41.75525791,-87.56565197
20677,41.75366343,-87.56562225
20687,41.75365949,-87.56595828
20688,41.75820933,-87.56286625
20692,41.75374215,-87.55956828
20700,41.75791391,-87.55641925
20701,41.75347251,-87.55163858
20703,41.75752275,-87.55637229
20709,41.75675474,-87.55298474
20710,41.75414707,-87.55017813
20711,41.75674468,-87.5533508
20713,41.75884927,-87.55523896
20714,41.75637103,-87.55257073
20715,41.75525268,-87.55136582
20716,41.75836147,-87.55509281
20719,41.75691518,-87.55353477
20720,41.75477491,-87.55122848
20722,41.75284251,-87.54914971
20723,41.75316481,-87.5499341
20724,41.75217698,-87.5520653
20726,41.75952953,-87.55811392
20727,41.75874969,-87.55770138
20731,41.76043692,-87.55721244
20732,41.7560199,-87.55256876
20735,41.75852858,-87.55578031
20742,41.75538569,-87.55162354
20743,41.75205173,-87.55059205
20746,41.75455303,-87.63360174
20752,41.75636858,-87.63418005
20755,41.75794075,-87.63617145
20760,41.75416114,-87.64373453
20764,41.75355674,-87.64030741
20768,41.75584462,-87.63671592
20770,41.75267965,-87.63686607
20773,41.75679578,-87.6345994
20774,41.75453945,-87.63445715
20775,41.75197537,-87.63447728
20786,41.75417448,-87.64519904
20787,41.75657912,-87.64434207
20788,41.7540567,-87.65205579
20789,41.75265243,-87.6488006
20793,41.75261375,-87.64758571
20798,41.75389127,-87.66301737
20801,41.75212384,-87.65947603
20802,41.75210702,-87.6606329
20803,41.75381562,-87.66176768
20804,41.75347706,-87.66175822
20807,41.75193662,-87.66201054
20808,41.75148468,-87.66200064
20810,41.75256668,-87.6584957
20812,41.75054151,-87.65814151
20815,41.7524238,-87.6540218
20816,41.7560185,-87.65765257
20820,41.75294119,-87.66364673
20826,41.75406192,-87.66677678
20827,41.75405419,-87.66748613
20828,41.75045254,-87.66433989
20834,41.75202928,-87.66622016
20857,41.75331874,-87.73006973
20858,41.75328327,-87.73169898
20860,41.75504428,-87.72231551
20861,41.75486919,-87.73185695
20862,41.75332637,-87.72941951
20863,41.75490046,-87.73004312
20871,41.75093958,-87.61891501
20875,41.75048961,-87.62312766
20876,41.74992215,-87.62311386
20877,41.74952558,-87.62310445
20879,41.7509672,-87.61729998
20883,41.74929053,-87.60850616
20887,41.74993747,-87.60898157
20890,41.75115822,-87.60603988
20899,41.74922457,-87.61238827
20901,41.74912558,-87.61259329
20903,41.74395536,-87.61258756
20907,41.74750271,-87.606198
20910,41.74406136,-87.60613592
20925,41.75107097,-87.61122849
20934,41.74942897,-87.61324386
20940,41.74921466,-87.61296458
20944,41.74759267,-87.61346471
20946,41.74769236,-87.60787376
20950,41.75019912,-87.61019854
20952,41.75104995,-87.61243839
20955,41.74766558,-87.60933624
20960,41.74702704,-87.60497088
20962,41.74548207,-87.6049284
20963,41.75018372,-87.59894641
20967,41.75077111,-87.60259631
20968,41.74986286,-87.60257219
20972,41.74754557,-87.60250659
20973,41.7463149,-87.6024668
20978,41.74704851,-87.6027808
20983,41.74443229,-87.60271193
20984,41.74942296,-87.60013511
20985,41.74685192,-87.60006351
20987,41.74553458,-87.60002212
20991,41.74435011,-87.59999396
20992,41.74845142,-87.600402
20995,41.74575696,-87.60031991
20996,41.74468603,-87.60029378
20997,41.74912398,-87.60133995
20998,41.74757784,-87.60129541
21000,41.74604361,-87.60125219
21001,41.74490055,-87.60122293
21003,41.75038112,-87.60166903
21004,41.74986999,-87.60165462
21006,41.74815379,-87.60160449
21010,41.74574266,-87.60153615
21012,41.75070136,-87.60380365
21014,41.74647284,-87.60368388
21019,41.74920792,-87.60405894
21021,41.74591414,-87.60440707
21022,41.74569464,-87.6044019
21024,41.74469839,-87.60392956
21028,41.74752472,-87.60445338
21032,41.74577645,-87.59684055
21035,41.74599015,-87.5972819
21037,41.7510058,-87.60168557
21040,41.7513336,-87.59004798
21041,41.75133786,-87.58962026
21042,41.74976253,-87.58677251
21044,41.75142042,-87.58206469
21057,41.75159202,-87.56860604
21072,41.75071319,-87.56364336
21075,41.751635,-87.56507666
21083,41.75103481,-87.56272846
21084,41.75081942,-87.56272414
21086,41.75091004,-87.55758074
21088,41.74864034,-87.55754591
21089,41.75100647,-87.55879775
21090,41.75061129,-87.55879045
21091,41.75012612,-87.55853259
21103,41.75121489,-87.56001463
21112,41.74571756,-87.55263347
21115,41.74640947,-87.5529396
21136,41.75039208,-87.65333869
21140,41.75025802,-87.6629567
21142,41.74863986,-87.66300012
21143,41.74639984,-87.66319092
21145,41.74873217,-87.65990386
21148,41.74661947,-87.66235704
21150,41.75028063,-87.66105177
21151,41.74685641,-87.66115063
21152,41.74503674,-87.66110334
21159,41.74331933,-87.65385537
21161,41.74670692,-87.65637564
21169,41.74673807,-87.65428501
21170,41.74669092,-87.65742162
21175,41.74510093,-87.65667102
21178,41.7432935,-87.6554918
21179,41.74326726,-87.65733248
21181,41.74323281,-87.65976047
21182,41.74322407,-87.66034943
21194,41.75019778,-87.66721977
21196,41.74859777,-87.66717891
21199,41.74681445,-87.66408018
21203,41.74475724,-87.6654147
21204,41.75021512,-87.6659241
21206,41.74838717,-87.66629718
21208,41.74656755,-87.66616672
21211,41.75022232,-87.66512881
21212,41.74658041,-87.66512051
21222,41.74549125,-87.70242094
21227,41.74275481,-87.61131345
21232,41.74154925,-87.60268178
21248,41.74043654,-87.58627765
21251,41.73874079,-87.57752844
21283,41.74311235,-87.65330593
21285,41.74321716,-87.6473757
21306,41.74294993,-87.66553498
21308,41.74293618,-87.66519808
21309,41.73588515,-87.66414272
21323,41.73069636,-87.60453122
21325,41.73531136,-87.60164856
21361,41.73084525,-87.5514218
21366,41.73151608,-87.55420367
21374,41.73174178,-87.55529253
21376,41.7301358,-87.55525653
21395,41.73579473,-87.64834638
21396,41.73081036,-87.66277059
21398,41.72927539,-87.6593704
21399,41.72916255,-87.65936698
21402,41.73027473,-87.66061571
21406,41.73028182,-87.65873821
21409,41.73511231,-87.66319456
21415,41.73566934,-87.6638259
21417,41.73198032,-87.66508752
21425,41.72874092,-87.60477865
21451,41.72953308,-87.55109725
21462,41.7281728,-87.55135937
21468,41.72925881,-87.55446844
21501,41.72841233,-87.6625187
21503,41.72292701,-87.66248595
21506,41.72137372,-87.65871944
21509,41.72479494,-87.65942738
21514,41.72295229,-87.6606842
21516,41.72160484,-87.6576769
21525,41.72830788,-87.66612685
21564,41.70739591,-87.61555797
21589,41.71377704,-87.66135678
21614,41.70556659,-87.60107403
21615,41.70268583,-87.55974771
21619,41.70419401,-87.56588098
21622,41.70353192,-87.56459815
21625,41.70259173,-87.5366385
21650,41.70281842,-87.66973274
21671,41.69440268,-87.6209382
21675,41.69663386,-87.61727191
21680,41.69269505,-87.62296361
21682,41.69943676,-87.6134094
21683,41.69555683,-87.61330466
21685,41.6938088,-87.61325771
21728,41.68625677,-87.61822957
21729,41.69174955,-87.62089291
21758,41.69065586,-87.61316691
21759,41.68930704,-87.61312751
21766,41.69084132,-87.61224927
21775,41.69211607,-87.61199587
21786,41.69145589,-87.65680329
21790,41.69183872,-87.67384642
21793,41.69171542,-87.67773271
21796,41.6916724,-87.68150809
21800,41.69144197,-87.7020068
21803,41.68404315,-87.7220268
21804,41.68404214,-87.72209072
21841,41.67313882,-87.61752533
21844,41.67343699,-87.61691596
21845,41.67344846,-87.61613661
21854,41.67692306,-87.63238792
21855,41.67779506,-87.63361033
21870,41.64892413,-87.54628497
21877,41.81849709,-87.60409363
21880,41.81101272,-87.6037806
21881,41.81067392,-87.60377372
21882,41.81056103,-87.60377143
21883,41.80965747,-87.60375229
21885,41.80697839,-87.60369608
21888,41.80283013,-87.60360398
21892,41.8149248,-87.60463481
21893,41.81436052,-87.60462338
21894,41.81310728,-87.60459402
21895,41.81254311,-87.60458253
21896,41.81220473,-87.60457532
21902,41.80679986,-87.60446287
21917,41.80538448,-87.60366186
21918,41.80356738,-87.60362199
21919,41.81158453,-87.6045627
21946,41.75037574,-87.59650668
21951,41.79485238,-87.61967424
21961,41.793871,-87.64314061
21968,41.79347743,-87.67078277
22129,41.89111636,-87.62006596
22166,41.77109124,-87.63744451
22174,41.88369098,-87.76483217
22201,41.95354644,-87.72703973
22204,41.86589024,-87.7067225
22251,41.88110332,-87.76830155
22268,41.78226913,-87.5923682
22290,41.89968229,-87.7482154
22292,41.89476337,-87.76289186
22365,41.87167507,-87.71955893
22399,41.7733179,-87.61049755
22462,41.96019966,-87.73088219
22467,41.77184721,-87.68472118
22502,41.87666647,-87.76302542
22519,41.79168386,-87.6981407
22559,41.73036324,-87.65424665
22563,41.78226416,-87.61582313
22580,41.90739876,-87.69097906
22591,41.91833206,-87.76928329
22634,41.76194667,-87.64015503
22667,41.74568044,-87.60564424
22720,41.75670479,-87.61442312
22729,41.86674653,-87.72778487
22784,41.80316876,-87.61335996
22791,41.78478381,-87.58828903
22798,41.7727344,-87.57144157
22808,41.7579727,-87.55988842
22826,41.76705419,-87.63494474
22827,41.75875604,-87.63314273
22879,41.79077511,-87.61735279
22885,41.77271428,-87.70318952
22896,41.80139849,-87.60623193
22960,41.77566482,-87.61565885
22985,41.95202654,-87.78294297
22987,41.75257503,-87.64637315
23010,41.96659174,-87.72251372
23055,41.75675167,-87.56133236
23066,41.88425472,-87.75195562
23073,41.94114481,-87.71770339
23106,41.74875315,-87.60404431
23119,41.90140225,-87.73379746
23165,41.78542685,-87.64750925
23181,41.75338134,-87.66457998
23202,41.75595534,-87.64674944
23235,41.74155807,-87.71033834
23365,41.78284254,-87.6119365
23386,41.72683588,-87.65981089
23400,41.74498302,-87.66482906
23401,41.73951873,-87.64956802
23440,41.87414624,-87.74763195
23457,41.80888647,-87.62459224
23565,41.75680311,-87.60894847
23584,41.78804349,-87.69803653
23622,41.98900347,-87.65692871
23646,41.77336718,-87.57398433
23674,41.78363655,-87.62347136
23705,41.79047343,-87.66652423
23721,41.7486178,-87.6653401
23724,41.79605077,-87.64780906
23748,41.99590436,-87.69788
23788,41.9589861,-87.73031539
23877,42.0058037,-87.68181485
23903,41.7830579,-87.60613358
23920,41.76370011,-87.66389808
24003,41.77554659,-87.69250971
24011,41.72932764,-87.54441956
24016,41.67595697,-87.63206984
24028,41.89880981,-87.67698782
24049,41.81209385,-87.67128659
24067,41.73289305,-87.65553575
24075,41.75104382,-87.56485957
24097,41.93683796,-87.71624816
24102,41.95808457,-87.74807925
24147,41.89115775,-87.70656888
24190,41.77865789,-87.65554508
24232,41.96258287,-87.75717589
24259,41.76098202,-87.5970879
24265,41.75443891,-87.63988959
24286,41.78281308,-87.69944522
24337,41.86991791,-87.72519092
24380,41.75672567,-87.61319949
24447,41.87425034,-87.76145461
24467,41.9262577,-87.72452322
24482,41.8301448,-87.68651223
24510,41.7471895,-87.65258342
24552,41.81484859,-87.62217355
24564,41.78675049,-87.61593025
24575,41.7522968,-87.66263572
24582,41.72725798,-87.54671037
24587,42.02126037,-87.67033676
24594,41.70693037,-87.63335265
24710,41.75251276,-87.54879715
24761,41.78461779,-87.62396968
24788,41.67443218,-87.6151184
24807,41.79045759,-87.62412871
24809,41.78644277,-87.62077826
24831,41.95052007,-87.75056725
24880,41.78062426,-87.69694316
24895,41.73482718,-87.61193566
24898,41.72863396,-87.55360265
24905,41.98389726,-87.71148283
24942,41.82578264,-87.62470308
24971,41.77328532,-87.58100846
24976,41.88187976,-87.75864239
24986,41.96272457,-87.65945045
25034,41.69157945,-87.61197822
25041,41.69992992,-87.62794455
25066,41.84687015,-87.70525696
25093,41.75568767,-87.55402146
25115,41.76590576,-87.61029373
25117,41.75218042,-87.65570168
25164,41.75721774,-87.63299066
25176,41.6691521,-87.63666396
25187,41.77037672,-87.62196902
25191,41.90015121,-87.72393414
25219,41.80336049,-87.67441373
25232,41.76555262,-87.62682483
25235,41.76227926,-87.59103973
25238,41.75323042,-87.55421294
25251,41.79393828,-87.68224418
25255,41.89394326,-87.71734194
25277,41.9145085,-87.65188101
25288,41.93551174,-87.71819957
25301,41.82782869,-87.64496636
25312,41.76759916,-87.61740122
25326,41.73026502,-87.54454106
25335,41.86365998,-87.62261125
25341,41.90738108,-87.76445188
25411,42.01865857,-87.66570886
25413,41.7716964,-87.6568683
25454,41.85663266,-87.72254265
25481,41.75268338,-87.56489139
25491,41.77373747,-87.69291942
25547,41.90077642,-87.72366391
25575,42.02078295,-87.66664021
25581,41.85371165,-87.71135521
25593,41.76820204,-87.68479041
25604,41.73552477,-87.54594162
25665,41.77504094,-87.78242119
25671,41.7487383,-87.60531466
25682,41.76832896,-87.69053341
25687,41.9398811,-87.72824424
25690,41.73369535,-87.54715384
25723,41.79891741,-87.66851095
25744,41.72227107,-87.66041943
25751,41.74080334,-87.6056284
25752,41.7753262,-87.61565141
25812,41.79171232,-87.69642666
25846,41.83641772,-87.63975045
25917,41.87683316,-87.74994708
25924,41.85692139,-87.712861
25936,41.800271,-87.59165555
25961,41.7704205,-87.61523773
25968,41.76111869,-87.63104846
25993,41.81469918,-87.60463022
25996,41.77639778,-87.61567679
26005,41.77097594,-87.61910926
26006,41.7346862,-87.67173825
26023,41.76137478,-87.58804935
26032,41.97293192,-87.70723319
26075,41.93836019,-87.74545081
26104,41.75430023,-87.63697085
26167,41.74078634,-87.60605683
26248,41.74220504,-87.60565471
26250,41.75991798,-87.6401341
26315,41.69435606,-87.6714271
26316,41.76551441,-87.63173585
26321,41.86583744,-87.77399645
26330,41.86984573,-87.71949707
26357,41.75168484,-87.56244875
26364,41.69132871,-87.67192597
26370,41.92515027,-87.80277533
26449,41.7541421,-87.56642755
26457,41.89840209,-87.72143587
26487,41.77436203,-87.64601007
26546,41.78623844,-87.69719004
26555,41.74882547,-87.61350542
26556,41.74879246,-87.60041095
26584,41.85012512,-87.69889443
26607,41.73920402,-87.56619677
26610,41.77686211,-87.61568906
26611,41.73837211,-87.60342571
26668,41.77690925,-87.60395378
26705,41.79633052,-87.69128496
26707,41.72465641,-87.53811771
26709,41.89306379,-87.76156515
26752,41.77409915,-87.62410771
26777,41.7383548,-87.64475308
26804,41.86165359,-87.66069299
26838,41.74881528,-87.60375307
26872,41.75308209,-87.66174717
26882,41.78156188,-87.65282172
26886,41.77340188,-87.70192307
26896,41.87872236,-87.74950298
26901,41.91690953,-87.80588291
26911,41.77112827,-87.62264628
26914,41.8671654,-87.71559118
26919,41.78383369,-87.69215685
26920,41.77273862,-87.63514866
26951,41.78690835,-87.660821
26996,41.7775267,-87.60697771
27004,41.95022015,-87.76212595
27026,41.77491019,-87.61477312
27040,41.86292136,-87.72278664
27081,41.96274659,-87.72065845
27106,41.76074359,-87.56235734
27116,41.83498758,-87.65092087
27117,41.74149626,-87.54679526
27118,41.73221095,-87.66430776
27160,41.87170906,-87.72767363
27194,41.69387786,-87.65800169
27221,41.77182871,-87.69985817
27238,41.95567534,-87.72097262
27274,41.99316986,-87.68152541
27281,41.80128436,-87.62277782
27341,41.75437674,-87.64763186
27347,41.85527644,-87.72592286
27355,41.76675908,-87.61514002
27415,41.86449715,-87.72021097
27420,41.92026331,-87.77301105
27509,41.81386791,-87.66982036
27565,41.9024002,-87.75839872
27639,41.7494176,-87.59879072
29113,41.88297963,-87.68015782
30071,41.88111405,-87.70336034
30086,41.88357755,-87.69773252
30232,41.8818479,-87.69985008
30330,41.88278728,-87.69639486
30349,41.88272251,-87.702672
30807,41.886219,-87.71287459
30885,41.88510313,-87.71127829
30912,41.88489815,-87.71374606
30935,41.88347572,-87.70911138
31028,41.88549706,-87.70693252
31048,41.88555639,-87.71163966
31089,41.88170636,-87.71084682
31399,41.88250849,-87.72099134
31736,41.88494362,-87.7308494
31756,41.88369186,-87.73297301
31840,41.88080333,-87.72831805
32360,41.88507969,-87.74530052
32482,41.88404006,-87.73906148
32940,41.88555048,-87.75360931
33331,41.88428961,-87.74924546
33419,41.88188586,-87.74835517
33437,41.88300749,-87.74653511
33637,41.88167686,-87.7475736
33645,41.88549918,-87.75754983
33657,41.88581971,-87.76323023
33658,41.88581489,-87.76352395
34024,41.88625752,-87.76160411
34149,41.88417502,-87.76126216
34343,41.88362882,-87.76512373
34528,41.88155125,-87.76965663
37039,41.89108711,-87.66720406
39859,41.89196175,-87.71044663
40727,41.89295893,-87.72096867
40935,41.89417947,-87.7173489
41071,41.89373582,-87.72006921
41123,41.89043169,-87.72364646
41732,41.8912814,-87.74492259
42200,41.89300188,-87.7515985
42279,41.8879444,-87.75350984
42285,41.88786906,-87.75519264
42583,41.89044006,-87.75284217
42588,41.89088726,-87.7528587
42650,41.89417112,-87.75327348
42919,41.89234504,-87.74950116
43127,41.88881468,-87.7573991
43569,41.8910107,-87.76243139
43596,41.89081836,-87.76326068
43917,41.89474283,-87.7654534
44043,41.89273186,-87.77273995
44133,41.89389546,-87.77025437
44490,41.88783874,-87.76518366
46484,41.90324135,-87.66713779
46525,41.90233174,-87.66691352
49158,41.90009401,-87.69612047
50679,41.89562548,-87.71042526
50814,41.90085197,-87.71512698
51448,41.89894066,-87.72277385
51512,41.89748513,-87.72262727
51823,41.90180134,-87.72490735
51852,41.89888396,-87.72511269
51944,41.89614737,-87.71892222
52381,41.90077849,-87.72143247
52397,41.90097172,-87.72244606
54081,41.89875788,-87.74907381
54198,41.90217744,-87.75231664
54203,41.9019419,-87.75469013
54464,41.90162984,-87.75193668
54611,41.89988039,-87.75464008
54680,41.89557027,-87.75331645
56117,41.89685545,-87.77505601
56634,41.8957146,-87.76678846
56761,41.89826157,-87.76779502
62503,41.90489023,-87.69380618
63923,41.90947261,-87.71204019
64243,41.90604494,-87.72289923
64263,41.909382,-87.72300761
64284,41.90778109,-87.71687857
64510,41.90928666,-87.72513715
65026,41.90437133,-87.72377316
65365,41.90680541,-87.72872696
65423,41.90575049,-87.73391705
65608,41.90404046,-87.73140964
65734,41.90752356,-87.73604476
66519,41.9059943,-87.75495645
67097,41.90299661,-87.76026325
67316,41.90748151,-87.75604509
68361,41.90229628,-87.77279826
68819,41.90918391,-87.77242403
69643,41.91816638,-87.64197351
72014,41.91588634,-87.67449563
74593,41.91136431,-87.69349989
75371,41.91624908,-87.69941635
77652,41.91163022,-87.72531208
78251,41.91299036,-87.72750391
79422,41.91640711,-87.74717675
79576,41.91131063,-87.7488456
79710,41.91074176,-87.7525412
81958,41.91066965,-87.78324234
88406,41.92121889,-87.6966926
89753,41.9190189,-87.71557794
90133,41.91899385,-87.70882725
90173,41.91946383,-87.70913811
90199,41.9198531,-87.71210214
91243,41.92412123,-87.72568615
92730,41.9186219,-87.74388477
93480,41.91708697,-87.74996842
93549,41.91878424,-87.75260752
93585,41.91729168,-87.75446209
102043,41.928626,-87.70547057
102878,41.92504832,-87.71091627
103047,41.92911373,-87.70956484
103528,41.92511938,-87.71441648
103573,41.93063814,-87.72313233
103683,41.9247014,-87.71799921
103793,41.92533687,-87.72572304
104046,41.92869742,-87.72091496
105807,41.92580543,-87.75606159
107803,41.92678937,-87.762543
107943,41.92580166,-87.77228281
109382,41.92756876,-87.77751151
110019,41.92525916,-87.80089035
